,Project,project name,source,gis,latitude,longitude,Lat Long Values,new price,old price,type,pincode,address,size,BHK,city,RERA Approved
2364408,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857,,Gated community / Apartment,500019,"Gachibowli, Hyderabad",1035.45,,,yes
2364409,"Elara, Nallagandla, Hyderabad",Elara,"3rd party, Property Science",,17.47743,78.30155,,9284,,Gated community / Apartment,500019,"Nallagandla, Hyderabad",1322.75,,,yes
2364409,"Elara, Nallagandla, Hyderabad",Elara,"3rd party, Property Science",,17.47743,78.30155,,9284,,Gated community / Apartment,500019,"Nallagandla, Hyderabad",971.75,,,yes
2364410,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857,,Gated community / Apartment,500019,,1495,,,yes
2364410,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857,,Gated community / Apartment,500019,"Gachibowli, Hyderabad",1072.5,,,yes
2364411,"Elara, Nallagandla, Hyderabad",Elara,"3rd party, Property Science",,17.47743,78.30155,,9284,,Gated community / Apartment,500019,"Nallagandla, Hyderabad",1269.45,,,yes
2364411,"Elara, Nallagandla, Hyderabad",Elara,"3rd party, Property Science",,17.47743,78.30155,,9284,,Gated community / Apartment,500019,"Nallagandla, Hyderabad",937.95,,,yes
2364412,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857,,Gated community / Apartment,500019,"Gachibowli, Hyderabad",1480,,,yes
2364412,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857,,Gated community / Apartment,500019,"Gachibowli, Hyderabad",1032.2,,,yes
2364413,", BHEL",,"3rd party, Property Science",,17.49286162,78.30810692,,5128,,Unknown,,BHEL,984.75,,,no
2364413,", BHEL",,"3rd party, Property Science",,17.49286162,78.30810692,,5128,,Unknown,,BHEL,1265,,,no
2364414,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10295,,Gated community,500019,Nallagandla,1165,,,no
2364414,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10295,,Gated community,500019,Nallagandla,754,,,no
2364415,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,6850,,Gated community,500019,Nallagandla,908,,,no
2364415,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,6850,,Gated community,500019,Nallagandla,825.5,,,no
2364416,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10295,,Gated community,500019,Nallagandla,1038,,,no
2364416,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10295,,Gated community,500019,Nallagandla,1423,,,no
2364417,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10155,,Gated community,500019,Nallagandla,650,,,no
2364417,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10155,,Gated community,500019,,6825,,,no
2364418,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,11729,,Gated community,500019,Nallagandla,1066,,,no
2364418,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,11729,,Gated community,500019,Nallagandla,735,,,no
2364419,"Essen Elegance, Nallagandla",Essen Elegance,"3rd party, Property Science",,17.47429592,78.30830455,,9000,,Gated community / Apartment,500019,Nallagandla,1623.7,,,no
2364419,"Essen Elegance, Nallagandla",Essen Elegance,"3rd party, Property Science",,17.47429592,78.30830455,,9000,,Gated community / Apartment,500019,Nallagandla,1537.25,,,no
2364420,"Incor Bonsai Homes, Nalagandala-Tellapur road",Incor Bonsai Homes,"3rd party, Property Science",,17.474975,78.299261,,8302,,Gated community / Apartment,502032,Nalagandala-Tellapur road,1440,,,no
2364420,"Incor Bonsai Homes, Nalagandala-Tellapur road",Incor Bonsai Homes,"3rd party, Property Science",,17.474975,78.299261,,8302,,Gated community / Apartment,502032,Nalagandala-Tellapur road,1625,,,no
2364421,"Janapriya Apartments 3, BHEL",Janapriya Apartments 3,"3rd party, Property Science",,17.49286162,78.30810692,,3299,,Gated community / Apartment,500049,,,,,no
2364421,"Janapriya Apartments 3, BHEL",Janapriya Apartments 3,"3rd party, Property Science",,17.49286162,78.30810692,,3299,,Gated community / Apartment,500049,,,3,,no
2364422,"Janapriya Apartments 3, BHEL",Janapriya Apartments 3,"3rd party, Property Science",,17.49286162,78.30810692,,3299,,Gated community / Apartment,500049,,,,,no
2364422,"Janapriya Apartments 3, BHEL",Janapriya Apartments 3,"3rd party, Property Science",,17.49286162,78.30810692,,3299,,Gated community / Apartment,500049,,,2,,no
2364423,"krishna arcade, bhel",krishna arcade,"3rd party, Property Science",,17.49286162,78.30810692,,4203,,Stand Alone / Apartment,500090,bhel,950,,,no
2364423,"krishna arcade, bhel",krishna arcade,"3rd party, Property Science",,17.49286162,78.30810692,,4203,,Stand Alone / Apartment,500090,,747.5,,,no
2368704,"Prakruthi Vihar, BHEL",Prakruthi Vihar,"3rd party, Property Science",,17.511346,78.31416,,512,,Stand Alone / Apartment,500050,,,,Hyderabad,no
2368727,"Prakruthi Vihar, BHEL",Prakruthi Vihar,"3rd party, Property Science",,17.511346,78.31416,,512,,Stand Alone / Apartment,500050,,,,Hyderabad,no
2368789,"Prakruthi Vihar, BHEL",Prakruthi Vihar,"3rd party, Property Science",,17.511346,78.31416,,512,,Stand Alone / Apartment,500050,,,,Hyderabad,no
2355162,"Pranavas Lotus Park, Safari Nagar",Pranavas Lotus Park,"3rd party, Property Science",,17.46105921,78.36304553,,11395,,Gated community / Apartment,500084,Safari Nagar,1255.8,,,no
2382553,"Sri Sairam Heavens, AMEERPET",Sri Sairam Heavens,"3rd party, Property Science",,17.43778615,78.44759371,,6111,,Stand Alone / Apartment,500016,AMEERPET,1374.75,,,no
2382554,"Sri Sairam Heavens, AMEERPET",Sri Sairam Heavens,"3rd party, Property Science",,17.43778615,78.44759371,,6111,,Stand Alone / Apartment,500016,AMEERPET,1365,,,no
2223381,"Sri Shiva Sai Towers, Sarvodaya Colony",Sri Shiva Sai Towers,"3rd party, Property Science",,17.322273,78.526691,,3632,,Stand Alone / Apartment,500097,,,,,no
2228021,"Sri Shiva Sai Towers, Sarvodaya Colony",Sri Shiva Sai Towers,"3rd party, Property Science",,17.322273,78.526691,,3632,,Stand Alone / Apartment,500097,,,,,no
2368738,"Vertex 33 West, Nallagandla, Hyderabad",Vertex 33 West,"3rd party, Property Science",,17.47986,78.31203,,13332,,Gated community / Apartment,500019,"Nallagandla, Hyderabad",1062.75,,,yes
2368745,"Vertex 33 West, Nallagandla, Hyderabad",Vertex 33 West,"3rd party, Property Science",,17.47986,78.31203,,13332,,Gated community / Apartment,500019,"Nallagandla, Hyderabad",1080.95,,,yes
2364430,"Vijaya Raghava Township, Serlingampally",Vijaya Raghava Township,"3rd party, Property Science",,17.4802011,78.31502773,,7585,,Gated community / Apartment,500019,Serlingampally,825.5,,,no
2364430,"Vijaya Raghava Township, Serlingampally",Vijaya Raghava Township,"3rd party, Property Science",,17.4802011,78.31502773,,7585,,Gated community / Apartment,500019,Serlingampally,5850,,,no
2368709,"Vijaya Raghava Township, Serlingampally",Vijaya Raghava Township,"3rd party, Property Science",,17.4802011,78.31502773,,7585,,Gated community / Apartment,500019,Serlingampally,825.5,,,no
2368732,"Vijaya Raghava Township, Serlingampally",Vijaya Raghava Township,"3rd party, Property Science",,17.4802011,78.31502773,,7585,,Gated community / Apartment,500019,Serlingampally,819,,,no
2368687,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857,,Gated community / Apartment,500019,"Gachibowli, Hyderabad",1439.1,,,yes
2368688,"Elara, Nallagandla, Hyderabad",Elara,"3rd party, Property Science",,17.47743,78.30155,,9284,,Gated community / Apartment,500019,"Nallagandla, Hyderabad",1264.25,,,yes
2368689,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857,,Gated community / Apartment,500019,"Gachibowli, Hyderabad",1439.1,,,yes
2368690,"Elara, Nallagandla, Hyderabad",Elara,"3rd party, Property Science",,17.47743,78.30155,,9284,,Gated community / Apartment,500019,"Nallagandla, Hyderabad",1264.25,,,yes
2368691,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857,,Gated community / Apartment,500019,"Gachibowli, Hyderabad",1252,,,yes
2368692,", BHEL",,"3rd party, Property Science",,17.49286162,78.30810692,,5128,,Unknown,,BHEL,997.75,,,no
2368693,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10295,,Gated community,500019,Nallagandla,1322,,,no
2368694,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,6850,,Gated community,500019,Nallagandla,877.5,,,no
2368695,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10295,,Gated community,500019,Nallagandla,1266,,,no
2368696,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10155,,Gated community,500019,Nallagandla,5253,,,no
2368697,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,11729,,Gated community,500019,Nallagandla,897,,,no
2368698,"Essen Elegance, Nallagandla",Essen Elegance,"3rd party, Property Science",,17.47429592,78.30830455,,9000,,Gated community / Apartment,500019,Nallagandla,1566.5,,,no
2368699,"Incor Bonsai Homes, Nalagandala-Tellapur road",Incor Bonsai Homes,"3rd party, Property Science",,17.474975,78.299261,,8302,,Gated community / Apartment,502032,Nalagandala-Tellapur road,1108.25,,,no
2368700,"Janapriya Apartments 3, BHEL",Janapriya Apartments 3,"3rd party, Property Science",,17.49286162,78.30810692,,3299,,Gated community / Apartment,500049,,,,,no
2368701,"Janapriya Apartments 3, BHEL",Janapriya Apartments 3,"3rd party, Property Science",,17.49286162,78.30810692,,3299,,Gated community / Apartment,500049,,,,,no
2368702,"krishna arcade, bhel",krishna arcade,"3rd party, Property Science",,17.49286162,78.30810692,,4203,,Stand Alone / Apartment,500090,bhel,793,,,no
2453472,"Pranavas Lotus Park, Safari Nagar",Pranavas Lotus Park,"3rd party, Property Science",,17.46105921,78.36304553,,11395,,Gated community / Apartment,500084,Safari Nagar,1250,,,no
2313357,"pranith concepts, alkapuri town ship",pranith concepts,"3rd party, Property Science",,17.38832978,78.36713936,,5178,,Stand Alone / Apartment,500089,alkapuri town ship,1525,,,no
2228021,"Sri Shiva Sai Towers, Sarvodaya Colony",Sri Shiva Sai Towers,"3rd party, Property Science",,17.322273,78.526691,,3632,,Stand Alone / Apartment,500097,,,3,,no
2228187,"Sri Shiva Sai Towers, Sarvodaya Colony",Sri Shiva Sai Towers,"3rd party, Property Science",,17.322273,78.526691,,3632,,Stand Alone / Apartment,500097,,,,,no
2368771,"Vijaya Raghava Township, Serlingampally",Vijaya Raghava Township,"3rd party, Property Science",,17.4802011,78.31502773,,7585,,Gated community / Apartment,500019,Serlingampally,666.25,,,no
2210534,"vijayaleela apartment, Ameerpet",vijayaleela apartment,"3rd party, Property Science",,17.43778615,78.44759371,,9418,,Unknown,,Ameerpet,1773.85,,,no
2221707,"vijayaleela apartment, Ameerpet",vijayaleela apartment,"3rd party, Property Science",,17.43778615,78.44759371,,9418,,Unknown,500082,Ameerpet,1773.85,,,no
2368710,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857,,Gated community / Apartment,500019,"Gachibowli, Hyderabad",1168,,,yes
2368711,"Elara, Nallagandla, Hyderabad",Elara,"3rd party, Property Science",,17.47743,78.30155,,9284,,Gated community / Apartment,500019,"Nallagandla, Hyderabad",1244.75,,,yes
2368712,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857,,Gated community / Apartment,500019,"Gachibowli, Hyderabad",1201,,,yes
2368713,"Elara, Nallagandla, Hyderabad",Elara,"3rd party, Property Science",,17.47743,78.30155,,9284,,Gated community / Apartment,500019,"Nallagandla, Hyderabad",1257.75,,,yes
2368714,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857,,Gated community / Apartment,500019,"Gachibowli, Hyderabad",1110,,,yes
2368715,", BHEL",,"3rd party, Property Science",,17.49286162,78.30810692,,5128,,Unknown,,BHEL,1046,,,no
2368716,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10295,,Gated community,500019,Nallagandla,570,,,no
2368717,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,6850,,Gated community,500019,Nallagandla,1430,,,no
2368718,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10295,,Gated community,500019,Nallagandla,560.3,,,no
2368719,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10155,,Gated community,500019,Nallagandla,7085,,,no
2368720,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,11729,,Gated community,500019,Nallagandla,897,,,no
2368721,"Essen Elegance, Nallagandla",Essen Elegance,"3rd party, Property Science",,17.47429592,78.30830455,,9000,,Gated community / Apartment,500019,Nallagandla,1537.25,,,no
2368722,"Incor Bonsai Homes, Nalagandala-Tellapur road",Incor Bonsai Homes,"3rd party, Property Science",,17.474975,78.299261,,8302,,Gated community / Apartment,502032,Nalagandala-Tellapur road,1088.75,,,no
2368723,"Janapriya Apartments 3, BHEL",Janapriya Apartments 3,"3rd party, Property Science",,17.49286162,78.30810692,,3299,,Gated community / Apartment,500049,,,,,no
2368724,"Janapriya Apartments 3, BHEL",Janapriya Apartments 3,"3rd party, Property Science",,17.49286162,78.30810692,,3299,,Gated community / Apartment,500049,,,,,no
2368725,"krishna arcade, bhel",krishna arcade,"3rd party, Property Science",,17.49286162,78.30810692,,4203,,Stand Alone / Apartment,500090,bhel,789.75,,,no
2285746,"Pratyusha Malathi Nivas, Narsingi",Pratyusha Malathi Nivas,"3rd party, Property Science",,17.384683,78.339259,,8717,,Stand Alone / Apartment,500075,Narsingi,809.25,,,no
2285747,"Pratyusha Malathi Nivas, Narsingi",Pratyusha Malathi Nivas,"3rd party, Property Science",,17.384683,78.339259,,8717,,Stand Alone / Apartment,500075,Narsingi,800,,,no
2228187,"Sri Shiva Sai Towers, Sarvodaya Colony",Sri Shiva Sai Towers,"3rd party, Property Science",,17.322273,78.526691,,3632,,Stand Alone / Apartment,500097,,,2,,no
2248163,"Sri Shiva Sai Towers, Sarvodaya Colony",Sri Shiva Sai Towers,"3rd party, Property Science",,17.322273,78.526691,,3632,,Stand Alone / Apartment,500097,,,,,no
2382558,"vijayaleela apartment, Ameerpet",vijayaleela apartment,"3rd party, Property Science",,17.43778615,78.44759371,,9418,,Unknown,500082,Ameerpet,1773.85,,,no
2311547,"Vk pride gachibowli, Janardana Hills",Vk pride gachibowli,"3rd party, Property Science",,17.4369135,78.36903452,,8588,,Stand Alone / Apartment,500032,Janardana Hills,1088.75,,,no
2311588,"Vk pride gachibowli, Janardana Hills",Vk pride gachibowli,"3rd party, Property Science",,17.4369135,78.36903452,,8588,,Stand Alone / Apartment,500032,Janardana Hills,1100,,,no
2368733,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857,,Gated community / Apartment,500019,"Gachibowli, Hyderabad",1267.5,,,yes
2368734,"Elara, Nallagandla, Hyderabad",Elara,"3rd party, Property Science",,17.47743,78.30155,,9284,,Gated community / Apartment,500019,"Nallagandla, Hyderabad",1215.5,,,yes
2368735,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857,,Gated community / Apartment,500019,"Gachibowli, Hyderabad",1277.25,,,yes
2368736,"Elara, Nallagandla, Hyderabad",Elara,"3rd party, Property Science",,17.47743,78.30155,,9284,,Gated community / Apartment,500019,"Nallagandla, Hyderabad",1215.5,,,yes
2311588,"Vk pride gachibowli, Janardana Hills",Vk pride gachibowli,"3rd party, Property Science",,17.4369135,78.36903452,,8588,,Stand Alone / Apartment,500032,Janardana Hills,1200,,,no
2394812,"Vk pride gachibowli, Janardana Hills",Vk pride gachibowli,"3rd party, Property Science",,17.4369135,78.36903452,,8588,,Stand Alone / Apartment,500032,Janardana Hills,1111.5,,,no
2368739,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857,,Gated community / Apartment,500019,"Gachibowli, Hyderabad",1250,,,yes
2368740,"Aparna Cyberscape, Nallagandla, Hyderabad",Aparna Cyberscape,"3rd party, Property Science",,17.478868,78.312448,,10284,,Gated community / Apartment,500019,"Nallagandla, Hyderabad",702,,,yes
2637172,"Nivee Cosmopolitan, Somajiguda",Nivee Cosmopolitan,"3rd party, Property Science",,17.42364136,78.45842319,,10255,,Stand Alone / Apartment,500082,Somajiguda,734.5,,,no
2368744,"Aparna Cyberscape, Nallagandla, Hyderabad",Aparna Cyberscape,"3rd party, Property Science",,17.478868,78.312448,,10284,,Gated community / Apartment,500019,"Nallagandla, Hyderabad",682.5,,,yes
2397573,"Vk pride gachibowli, Janardana Hills",Vk pride gachibowli,"3rd party, Property Science",,17.4369135,78.36903452,,8588,,Stand Alone / Apartment,500032,Janardana Hills,1112,,,no
2368746,"Aparna Cyberscape, Nallagandla, Hyderabad",Aparna Cyberscape,"3rd party, Property Science",,17.478868,78.312448,,10284,,Gated community / Apartment,500019,"Nallagandla, Hyderabad",715,,,yes
2368747,", BHEL",,"3rd party, Property Science",,17.49286162,78.30810692,,5128,,Unknown,,BHEL,1050,,,no
2368748,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10295,,Gated community,500019,Nallagandla,362.7,,,no
2368749,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,6850,,Gated community,500019,Nallagandla,865.15,,,no
2368750,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10295,,Gated community,500019,Nallagandla,627.25,,,no
2368751,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10155,,Gated community,500019,Nallagandla,3900,,,no
2368752,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,11729,,Gated community,500019,Nallagandla,832,,,no
2368753,"Aparna CyberZon, Nallagandla",Aparna CyberZon,"3rd party, Property Science",,17.469694,78.311806,,7228,,Gated community,500019,Nallagandla,1257.75,,,no
2368754,"Aparna CyberZon, Nallagandla",Aparna CyberZon,"3rd party, Property Science",,17.469694,78.311806,,11368,,Gated community,500019,Nallagandla,1335.75,,,no
2368755,"Aparna CyberZon, Nallagandla",Aparna CyberZon,"3rd party, Property Science",,17.469694,78.311806,,11738,,Gated community,500019,Nallagandla,747.5,,,no
2368756,"Aparna CyberZon, Nallagandla",Aparna CyberZon,"3rd party, Property Science",,17.469694,78.311806,,10769,,Gated community,500019,Nallagandla,3900,,,no
2368757,"Aparna CyberZon, Nallagandla",Aparna CyberZon,"3rd party, Property Science",,17.469694,78.311806,,12132,,Gated community,500019,,838.5,,,no
2368758,"Aparna CyberZon, Nallagandla",Aparna CyberZon,"3rd party, Property Science",,17.469694,78.311806,,10095,,Gated community,500019,Nallagandla,1380,,,no
2368759,"Aparna CyberZon, Nallagandla",Aparna CyberZon,"3rd party, Property Science",,17.469694,78.311806,,11395,,Gated community,500019,Nallagandla,1250,,,no
2368760,"Aparna CyberZon, Nallagandla",Aparna CyberZon,"3rd party, Property Science",,17.469694,78.311806,,7738,,Gated community,500019,Nallagandla,1098.5,,,no
2368761,"Essen Elegance, Nallagandla",Essen Elegance,"3rd party, Property Science",,17.47429592,78.30830455,,9000,,Gated community / Apartment,500019,Nallagandla,1537.25,,,no
2368762,"Janapriya Apartments 3, BHEL",Janapriya Apartments 3,"3rd party, Property Science",,17.49286162,78.30810692,,3299,,Gated community / Apartment,500049,,,2,,no
2368763,"Janapriya Apartments 3, BHEL",Janapriya Apartments 3,"3rd party, Property Science",,17.49286162,78.30810692,,3299,,Gated community / Apartment,500049,,,2,,no
2368764,"krishna arcade, bhel",krishna arcade,"3rd party, Property Science",,17.49286162,78.30810692,,4203,,Stand Alone / Apartment,500090,bhel,764.4,,,no
2285748,"Pratyusha Malathi Nivas, Narsingi",Pratyusha Malathi Nivas,"3rd party, Property Science",,17.384683,78.339259,,8717,,Stand Alone / Apartment,500075,Narsingi,793,,,no
2248163,"Sri Shiva Sai Towers, Sarvodaya Colony",Sri Shiva Sai Towers,"3rd party, Property Science",,17.322273,78.526691,,3632,,Stand Alone / Apartment,500097,,,,,no
2315098,"Sri Shiva Sai Towers, Sarvodaya Colony",Sri Shiva Sai Towers,"3rd party, Property Science",,17.322273,78.526691,,3632,,Stand Alone / Apartment,500097,,,4,,no
2399093,"Vk pride gachibowli, Janardana Hills",Vk pride gachibowli,"3rd party, Property Science",,17.4369135,78.36903452,,8588,,Stand Alone / Apartment,500032,Janardana Hills,1149.85,,,no
2399952,"Vk pride gachibowli, Janardana Hills",Vk pride gachibowli,"3rd party, Property Science",,17.4369135,78.36903452,,8588,,Stand Alone / Apartment,500032,Janardana Hills,1170,,,no
2228028,"VKC apartment, Bhagyanagar",VKC apartment,"3rd party, Property Science",,17.49559056,78.40218261,,3157,,Stand Alone / Apartment,500072,,,3,Hyderabad,no
2368772,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857,,Gated community / Apartment,500019,"Gachibowli, Hyderabad",1228.5,,,yes
2368773,"Elara, Nallagandla, Hyderabad",Elara,"3rd party, Property Science",,17.47743,78.30155,,9284,,Gated community / Apartment,500019,"Nallagandla, Hyderabad",1215.5,,,yes
2368774,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857,,Gated community / Apartment,500019,"Gachibowli, Hyderabad",1250,,,yes
2368775,"Elara, Nallagandla, Hyderabad",Elara,"3rd party, Property Science",,17.47743,78.30155,,9284,,Gated community / Apartment,500019,"Nallagandla, Hyderabad",1170,,,yes
2368776,"Kinetic Pallazo, Gachibowli, Hyderabad",Kinetic Pallazo,"3rd party, Property Science",,17.4777298,78.30256653,,9857,,Gated community / Apartment,500019,"Gachibowli, Hyderabad",1220,,,yes
2368777,", BHEL",,"3rd party, Property Science",,17.49286162,78.30810692,,5128,,Unknown,,BHEL,1050,,,no
2368778,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10295,,Gated community,500019,Nallagandla,669.5,,,no
2368779,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,6850,,Gated community,500019,Nallagandla,857.35,,,no
2368780,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10295,,Gated community,500019,Nallagandla,362.7,,,no
2368781,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,10155,,Gated community,500019,Nallagandla,3289,,,no
2368782,"Aparna Cyber Commune, Nallagandla",Aparna Cyber Commune,"3rd party, Property Science",,17.47376633,78.30995679,,11729,,Gated community,500019,Nallagandla,832,,,no
2368783,"Essen Elegance, Nallagandla",Essen Elegance,"3rd party, Property Science",,17.47429592,78.30830455,,9000,,Gated community / Apartment,500019,Nallagandla,1537.25,,,no
2368784,"Incor Bonsai Homes, Nalagandala-Tellapur road",Incor Bonsai Homes,"3rd party, Property Science",,17.474975,78.299261,,8302,,Gated community / Apartment,502032,Nalagandala-Tellapur road,1023,,,no
2368785,"Janapriya Apartments 3, BHEL",Janapriya Apartments 3,"3rd party, Property Science",,17.49286162,78.30810692,,3299,,Gated community / Apartment,500049,,,3,,no
2368786,"Janapriya Apartments 3, BHEL",Janapriya Apartments 3,"3rd party, Property Science",,17.49286162,78.30810692,,3299,,Gated community / Apartment,500049,,,3,,no
2368787,"krishna arcade, bhel",krishna arcade,"3rd party, Property Science",,17.49286162,78.30810692,,4203,,Stand Alone / Apartment,500090,bhel,760.5,,,no
2285947,"Pratyusha Malathi Nivas, Narsingi",Pratyusha Malathi Nivas,"3rd party, Property Science",,17.384683,78.339259,,8717,,Stand Alone / Apartment,500075,Narsingi,789.75,,,no
2285947,"Pratyusha Malathi Nivas, Narsingi",Pratyusha Malathi Nivas,"3rd party, Property Science",,17.384683,78.339259,,8717,,Stand Alone / Apartment,500075,,747.5,,,no
2210531,"Sri Somnath Residency, Srinagar Colony, Kamalapuri",Sri Somnath Residency,"3rd party, Property Science",,17.42795124,78.43060438,,9203,,Stand Alone,,"Srinagar Colony, Kamalapuri",942.5,,,no
2374760,"Jewel Park, Puppalaguda, Hyderabad",Jewel Park,"3rd party, Property Science",,17.38175,78.3636,,10286,,Gated community / Apartment,500089,"Puppalaguda, Hyderabad",669.5,,,yes
2374761,"Jewel Park, Puppalaguda, Hyderabad",Jewel Park,"3rd party, Property Science",,17.38175,78.3636,,10286,,Gated community / Apartment,500089,"Puppalaguda, Hyderabad",627.25,,,yes
2374762,"Aryamitra Flora, Narsingi",Aryamitra Flora,"3rd party, Property Science",,17.38524671,78.36721509,,11231,,Gated community / Apartment,500075,Narsingi,1335.75,,,no
2374763,"lansum eldorado, Narsingi",lansum eldorado,"3rd party, Property Science",,17.38397291,78.36051182,,90000,,Gated community / Apartment,500075,Narsingi,890,,,yes
2221704,"Sri Somnath Residency, Srinagar Colony, Kamalapuri",Sri Somnath Residency,"3rd party, Property Science",,17.42935216,78.42744689,,9203,,Stand Alone / Apartment,500073,"Srinagar Colony, Kamalapuri",950,,,no
2375056,", Tolichowki",,"3rd party, Property Science",,17.39930694,78.4135611,,5769,,Unknown,,Tolichowki,1335.75,,,no
2375057,", Tolichowki",,"3rd party, Property Science",,17.39930694,78.4135611,,10405,,Unknown,,Tolichowki,1694,,,no
2375058,", Tolichowki",,"3rd party, Property Science",,17.39930694,78.4135611,,4786,,Unknown,,Tolichowki,1108.25,,,no
2375059,", Tolichowki",,"3rd party, Property Science",,17.39930694,78.4135611,,5128,,Unknown,,Tolichowki,1108.25,,,no
2375060,", Tolichowki",,"3rd party, Property Science",,17.39930694,78.4135611,,5566,,Unknown,,Tolichowki,1461,,,no
